"borough","nm_street"
"Manhattan","Rose Street"
"Manhattan","West 177 Street"
"Manhattan","West 56 Street"
"Manhattan","West 163 Street"
"Manhattan","University Heights Bridge"
"Manhattan","West 122 Street"
"Queens","257 Street"
"Queens","132 Road"
"Queens","64 Place"
"Queens","11 Avenue"
"Queens","Pidgeon Meadow Road"
"Queens","Grosvenor Road"
"Queens","Glassboro Avenue"
"Queens","Cherry Avenue"
"Queens","126 Avenue"
"Queens","Vandam Street"
"Queens","154 Street"
"Queens","Clintonville Street"
"Queens","114 Terrace"
"Queens","120 Street"
"Queens","84 Place"
"Queens","Corporal Kennedy"
"Queens","64 Road"
"Queens","61 Road"
"Queens","L.I.E / G.C.P (Cdr)"
"Queens","Gothic Drive"
"Queens","118 Road"
"Queens","31 Road"
"Queens","Steinway Street"
"Queens","Grenfell Street"
"Queens","69 Street"
"Queens","174 Place"
"Queens","Roosevelt Avenue"
"Queens","89 Avenue"
"Queens","Little Neck Parkway"
"Queens","20 Road"
"Queens","43 Avenue"
"Queens","68 Drive"
"Queens","221 Street"
"Queens","106 Street"
"Queens","Beach 87 Street"
"Queens","147 Place"
"Queens","261 Street"
"Queens","Union Hall Street"
"Queens","Quince Avenue"
"Queens","34 Road"
"Queens","Beach 40 Street"
"Queens","242 Street"
"Queens","Layton Street"
"Queens","212 Street"
"Queens","Selover Road"
"Queens","222 Street"
"Queens","Barnett Avenue"
"Queens","Cohancy Street"
"Queens","Bayswater Avenue"
"Queens","Foothill Avenue"
"Queens","Bessemund Avenue"
"Queens","126 Street"
"Queens","Selfridge Street"
"Queens","Tioga Drive"
"Queens","162 Avenue"
"Queens","Parsons Boulevard"
"Queens","Honeywell Street"
"Queens","Amstel Boulevard"
"Queens","Forest Avenue"
"Queens","194 Street"
"Queens","Beach 80 Street"
"Queens","95 Street"
"Queens","Edgerton Boulevard"
"Queens","164 Road"
"Queens","Boody Street"
"Queens","Beach 68 Street"
"Queens","Jordan Avenue"
"Queens","65 Lane"
"Queens","Madison Street"
"Queens","West End Drive"
"Queens","80 Avenue"
"Queens","Elmhurst Avenue"
"Queens","228 Street"
"Queens","209 Place"
"Queens","East 6 Road"
"Queens","57 Street"
"Queens","66 Avenue"
"Queens","49 Street"
"Queens","145 Road"
"Queens","70 Road"
"Queens","Enright Road"
"Queens","Beach 140 Street"
"Queens","201 Place"
"Queens","236 Street"
"Queens","Mexico Street"
"Queens","Avery Avenue"
"Queens","59 Place"
"Queens","Crommelin Street"
"Queens","Underhill Avenue"
"Queens","Saint Nicholas"
"Queens","Hoyt Avenue North"
"Queens","Beach 129 Street"
"Queens","Beach 95 Street"
"Queens","210 Street"
"Queens","106 Road"
"Queens","Van Dam Street"
"Queens","Chevy Chase Street"
"Queens","Hawtree Street"
"Queens","24 Street"
"Queens","30 Place"
"Queens","225 Street"
"Queens","115 Avenue"
"Queens","Beach 115 Street"
"Queens","32 Place"
"Queens","109 Road"
"Queens","34 Avenue"
"Queens","73 Street"
"Queens","150Th Street"
"Queens","Beach 128 Street"
"Queens","Douglas Avenue"
"Queens","Borden Avenue"
"Queens","Eliot Avenue"
"Queens","148 Road"
"Queens","North Conduit Avenue"
"Queens","Cornaga Avenue"
"Queens","Otis Avenue"
"Queens","Beach 94 Street"
"Queens","98 Street"
"Queens","Park Drive East"
"Queens","155 Avenue"
"Queens","125 Avenue"
"Queens","128 Avenue"
"Queens","Booth Street"
"Queens","137 Street"
"Queens","Rust Street"
"Queens","109 Avenue"
"Queens","179 Street"
"Queens","133 Street"
"Queens","Meridian Road"
"Queens","Beach 54 Street"
"Queens","Xenia Street"
"Queens","17 Avenue"
"Queens","Decatur Street"
"Queens","267 Street"
"Queens","Whitney Avenue"
"Queens","Murray Street"
"Queens","82 Avenue"
"Queens","146 Street"
"Queens","Dillon Street"
"Queens","Nameoke Avenue"
"Queens","Heyson Road"
"Queens","88 Street"
"Queens","Nassau Boulevard"
"Queens","79 Place"
"Queens","Stanhope Street"
"Queens","162 Street"
"Queens","197 Street"
"Queens","Mangin Avenue"
"Queens","50 Avenue"
"Queens","Liverpool Street"
"Queens","209 Street"
"Queens","Meehan Avenue"
"Queens","Ankener Avenue"
"Queens","Clinton Avenue"
"Queens","Boulevard"
"Queens","Blossom Avenue"
"Queens","85 Drive"
"Queens","111 Road"
"Queens","Greenway South"
"Queens","Grand Avenue"
"Queens","40 Drive"
"Queens","30 Road"
"Queens","Penrod Street"
"Queens","Barnwell Avenue"
"Queens","135 Avenue"
"Queens","8 Avenue"
"Queens","105 Street"
"Queens","Polhemas Avenue"
"Queens","Sloan Street"
"Queens","114 Drive"
"Queens","86 Street"
"Queens","Spencer Avenue"
"Queens","Olcott Street"
"Queens","93 Avenue"
"Queens","Arnold Avenue"
"Queens","Bulova Avenue"
"Queens","Merrick Boulevard"
"Queens","65 Road"
"Queens","Reads Lane"
"Queens","244 Street"
"Queens","Seagirt Avenue"
"Queens","71 Avenue"
"Queens","87 Avenue"
"Queens","Seneca Avenue"
"Queens","Stephanie Drive"
"Queens","246 Street"
"Queens","67 Avenue"
"Queens","30 Avenue"
"Queens","148 Drive"
"Queens","229 Street"
"Queens","35Th Avenue"
"Queens","Brewer Boulevard"
"Queens","Britton Avenue"
"Queens","Woodward Avenue"
"Queens","Mount Olivet Crescent"
"Queens","12 Street"
"Queens","Bronx Whitestone Bridge"
"Queens","Lucas Street"
"Queens","Crocheron Avenue"
"Queens","169 Place"
"Queens","107 Street"
"Queens","Beach 62 Street"
"Queens","Judge Street"
"Queens","Rockaway Freeway"
"Queens","Rockaway Beach Boulevard"
"Queens","91 Place"
"Queens","247 Street"
"Queens","129 Street"
"Queens","42 Street"
"Queens","Forest Park Drive"
"Queens","Lakeview Boulevard East"
"Queens","Liberty Avenue"
"Queens","Saunders Street"
"Queens","Hoover Avenue"
"Queens","Gettysburg Street"
"Queens","Groton Street"
"Queens","Willets Point Boulevard"
"Queens","Fresh Pond Road"
"Queens","Beach 57 Street"
"Queens","Baisley Boulevard"
"Queens","37 Road"
"Queens","Wexford Terrace"
"Queens","Woodbine Street"
"Queens","111 Street"
"Queens","Hoffman Drive"
"Queens","Elm Avenue"
"Queens","144 Avenue"
"Queens","127 Street"
"Queens","44 Street"
"Queens","14 Road"
"Queens","Shore Front Parkway"
"Queens","214 Street"
"Queens","Shore Parkway"
"Queens","Henderson Avenue"
"Queens","12 Road"
"Queens","103 Avenue"
"Queens","Newhall Avenue"
"Queens","Georgia Road"
"Queens","Albion Avenue"
"Queens","Martense Avenue"
"Queens","Catalpa Avenue"
"Queens","39 Avenue"
"Queens","Kew Forest Lane"
"Queens","Robinson Street"
"Queens","Estates Lane"
"Queens","160 Avenue"
"Queens","Metcalf Avenue"
"Queens","161 Place"
"Queens","54 Avenue"
"Queens","Sunrise Highway"
"Queens","139 Avenue"
"Queens","150 Avenue"
"Queens","Markwood Road"
"Queens","98 Avenue"
"Queens","100 Street"
"Queens","41 Street"
"Queens","Abingdon Road"
"Queens","223 Place"
"Queens","138 Road"
"Queens","Beach 58 Street"
"Queens","Cronston Avenue"
"Queens","57 Drive"
"Queens","26 Avenue"
"Queens","Pineville Lane"
"Queens","East Hampton Boulevard"
"Queens","College Place"
"Queens","Hartman Lane"
"Queens","79 Street"
"Queens","Quencer Road"
"Queens","Ditmars Boulevard"
"Queens","West 17 Road"
"Queens","55 Street"
"Queens","166 Street"
"Queens","92 Avenue"
"Queens","Juniper Valley Road"
"Queens","Beach 121 Street"
"Queens","G.C.P. / Laguardia (Cdr)"
"Queens","43 Road"
"Queens","164 Place"
"Queens","146 Avenue"
"Queens","Hilburn Avenue"
"Queens","Sage Street"
"Queens","203 Street"
"Queens","Coolidge Avenue"
"Queens","108 Avenue"
"Queens","163 Street"
"Queens","82 Place"
"Queens","Beach 59 Street"
"Queens","89 Street"
"Queens","Beach 130 Street"
"Queens","Archer Ave"
"Queens","92 Street"
"Queens","Chapin Parkway"
"Queens","97 Avenue"
"Queens","27 Avenue"
"Queens","141 Avenue"
"Queens","13 Street"
"Queens","Vanwyck Expressway"
"Queens","Sayres Avenue"
"Queens","65 Avenue"
"Queens","271 Street"
"Queens","Maspeth Avenue"
"Queens","161 Street"
"Queens","Francis Lewis Boulevard"
"Queens","Kingston Place"
"Queens","South Railroad Avenue"
"Queens","Forley Street"
"Queens","Ludlum Avenue"
"Queens","58 Street"
"Queens","93 Street"
"Queens","38 Street"
"Queens","23 Avenue"
"Queens","157 Avenue"
"Queens","Woodhaven Boulevard"
"Queens","58 Avenue"
"Queens","59 Street"
"Queens","Brooklyn Queens Expy"
"Queens","82 Drive"
"Queens","Dahlia Avenue"
"Queens","61 Avenue"
"Queens","Beach 73 Street"
"Queens","191 Street"
"Queens","Yellowstone Boulevard"
"Queens","Astoria Boulevard South"
"Queens","Douglas Rd"
"Queens","117 Road"
"Queens","28 Street"
"Queens","72 Street"
"Queens","Belt Pkwy"
"Queens","Baxter Avenue"
"Queens","157 Street"
"Queens","Brisbin Street"
"Queens","Sidway Place"
"Queens","141 Road"
"Queens","East Williston Avenue"
"Queens","Ash Avenue"
"Queens","124 Street"
"Queens","Allendale Street"
"Queens","146 Drive"
"Queens","10 Street"
"Queens","Avon Street"
"Queens","119 Avenue"
"Queens","52 Street"
"Queens","Flushing Avenue"
"Queens","44 Avenue"
"Queens","Beach 17 Street"
"Queens","Loubet Street"
"Queens","Brookville Boulevard"
"Queens","South Road"
"Queens","70 Street"
"Queens","7 Avenue"
"Queens","Gillmore Street"
"Queens","Belknap Street"
"Queens","West 20 Road"
"Queens","120 Road"
"Queens","Jay Avenue"
"Queens","Ellwell Crescent"
"Queens","Cornelia Street"
"Queens","Beach 72 Street"
"Queens","Vankleeck Street"
"Queens","52 Road"
"Queens","35 Street"
"Queens","Hollis Hills Terrace"
"Queens","Reid Avenue"
"Queens","Meyer Avenue"
"Queens","80 Drive"
"Queens","59 Drive"
"Queens","66 Road"
"Queens","Beach 67 Street"
"Queens","214 Place"
"Queens","159 Avenue"
"Queens","Princeton Street"
"Queens","118 Avenue"
"Queens","53 Street"
"Queens","123 Street"
"Queens","Monterey Street"
"Queens","Beach 90 Street"
"Queens","Farrington Street"
"Queens","130 Road"
"Queens","Centre Street"
"Queens","Astoria Blvd South"
"Queens","Colden Street"
"Queens","168 Street"
"Queens","Beach 104 Street"
"Queens","73 Place"
"Queens","South Conduit Avenue"
"Queens","141 Street"
"Queens","Hamilton Place"
"Queens","116 Avenue"
"Queens","6 Avenue"
"Queens","60 Lane"
"Queens","164 Street"
"Queens","Totten Road"
"Queens","Marathon Parkway"
"Queens","62 Road"
"Queens","192Nd Street"
"Queens","Forest Parkway"
"Queens","Winchester Boulevard"
"Queens","Elderts Lane"
"Queens","Greenpoint Avenue"
"Queens","Jamaica Bay"
"Queens","Bay 32 Street"
"Queens","51 Avenue"
"Queens","68 Avenue"
"Queens","Old South Road"
"Queens","138 Place"
"Queens","134 Place"
"Queens","Kent Street"
"Queens","217 Street"
"Queens","Commonwealth Boulevard"
"Queens","Starr Avenue"
"Queens","Austin Street"
"Queens","68 Road"
"Queens","146 Road"
"Queens","Everitt Place"
"Queens","Home Lawn Street"
"Queens","28 Avenue"
"Queens","115 Drive"
"Queens","Astoria Boulevard North"
"Queens","69 Avenue"
"Queens","51 Road"
"Queens","Beach 66 Street"
"Queens","101 Avenue"
"Queens","Cross Island Parkway"
"Queens","Curtis Street"
"Queens","108 Street"
"Queens","Main Street"
"Queens","Mayville Street"
"Queens","Butler Street"
"Queens","116 Road"
"Queens","Maple Avenue"
"Queens","Weirfield Street"
"Queens","Lamont Avenue"
"Queens","Dunkirk Drive"
"Queens","59 Avenue"
"Queens","255 Street"
"Queens","Redfern Avenue"
"Queens","Beach 37 Street"
"Queens","Seabury Street"
"Queens","Melbourne Avenue"
"Queens","205 Place"
"Queens","86 Avenue"
"Queens","Beach 20 Street"
"Queens","Grove Street"
"Queens","Dartmouth Street"
"Queens","Tyler Avenue"
"Queens","264 Street"
"Queens","Westside Avenue"
"Queens","152 Street"
"Queens","131 Avenue"
"Queens","67 Drive"
"Queens","Exeter Street"
"Queens","Hicksville Road"
"Queens","Park Lane South"
"Queens","49 Place"
"Queens","28 Road"
"Queens","Page Place"
"Queens","Depot Road"
"Queens","223 Street"
"Queens","130 Street"
"Queens","Memphis Avenue"
"Queens","Perimeter Road"
"Queens","Empire Avenue"
"Queens","104 Avenue"
"Queens","180 Street"
"Queens","96 Place"
"Queens",NULL
"Queens","39 Street"
"Queens","Janet Place"
"Queens","Wood Street"
"Queens","Braddock Avenue"
"Queens","Beach 32 Street"
"Queens","22 Street"
"Queens","195 Place"
"Queens","Case Street"
"Queens","110 Street"
"Queens","150 Street"
"Queens","Newtown Avenue"
"Queens","19 Avenue"
"Queens","30 Drive"
"Queens","Pleasantview Street"
"Queens","195 Street"
"Queens","66 Place"
"Queens","60 Place"
"Queens","Oak Avenue"
"Queens","Nansen Street"
"Queens","Endeavor Place"
"Queens","60 Street"
"Queens","24 Road"
"Queens","Franklin Avenue"
"Queens","Farmers Boulevard"
"Queens","George Street"
"Queens","Pettit Avenue"
"Queens","Menahan Street"
"Queens","42 Place"
"Queens","Beach 65 Street"
"Queens","55 Avenue"
"Queens","Starr Street"
"Queens","81 Street"
"Queens","231 Street"
"Queens","140 Avenue"
"Queens","54 Street"
"Queens","132 Avenue"
"Queens","64 Avenue"
"Queens","Hawthorne Avenue"
"Queens","Thursby Avenue"
"Queens","202 Street"
"Queens","Homelawn Street"
"Queens","Carson Street"
"Queens","144 Street"
"Queens","Aske Street"
"Queens","112 Avenue"
"Queens","55 Drive"
"Queens","Wetherole Street"
"Queens","Horatio Parkway"
"Queens","Chandler Street"
"Queens","Beach 117 Street"
"Queens","206 Street"
"Queens","9 Avenue"
"Queens","253 Street"
"Queens","76 Street"
"Queens","118 Street"
"Queens","Corporal Kennedy Street"
"Queens","Queens Boulevard"
"Queens","Springfield Boulevard"
"Queens","149 Drive"
"Queens","Beach 14 Street"
"Queens","218 Street"
"Queens","Hancock Street"
"Queens","258 Street"
"Queens","G.C.P. / L.I.E (Cdr)"
"Queens","Jackson Mill Road"
"Queens","Sutphin Boulevard"
"Queens","Troutville Road"
"Queens","Long Island Expressway"
"Queens","Hillside Ave"
"Queens","Lie Lower Level (Cdr)"
"Queens","Booth Memorial Avenue"
"Queens","69 Road"
"Queens","123 Avenue"
"Queens","150 Road"
"Queens","Parsons Blvd"
"Queens","148 Avenue"
"Queens","Atlantic Avenue"
"Queens","82 Street"
"Queens","Queensboro Bridge"
"Queens","Cypress Hills Street"
"Queens","16 Avenue"
"Queens","Far Rockaway Boulevard"
"Queens","Beach 124 Street"
"Queens","134 Avenue"
"Queens","9 Street"
"Queens","Beach 25 Street"
"Queens","Waldron Street"
"Queens","Frankton Street"
"Queens","129 Avenue"
"Queens","201 Street"
"Queens","Glenwood Street"
"Queens","Greenway North"
"Queens","204 Street"
"Queens","Arverne Boulevard"
"Queens","Beach 6 Street"
"Queens","Gale Avenue"
"Queens","24 Avenue"
"Queens","Beach 34 Street"
"Queens","Beach 119 Street"
"Queens","Ilion Avenue"
"Queens","Meadow Drive"
"Queens","29 Street"
"Queens","Beach Channel Drive"
"Queens","Reeder Street"
"Queens","Ovid Place"
"Queens","Jamaica Avenue"
"Queens","Rose Avenue"
"Queens","Seaver Way"
"Queens","Hassock Street"
"Queens","Pinegrove Street"
"Queens","36 Street"
"Queens","58 Place"
"Queens","22 Avenue"
"Queens","117 Street"
"Queens","155 Street"
"Queens","45 Street"
"Queens","Beach 19 Street"
"Queens","Stockholm Street"
"Queens","234 Street"
"Queens","67 Road"
"Queens","84 Drive"
"Queens","169 Street"
"Queens","Calamus Avenue"
"Queens","31 Street"
"Queens","Sutter Avenue"
"Queens","Lander Street"
"Queens","15 Avenue"
"Queens","Lefferts Boulevard"
"Queens","Dwight Eisenhower Promenade"
"Queens","Couch Place"
"Queens","150 Place"
"Queens","Vietor Avenue"
"Queens","Ocean Crest Boulevard"
"Queens","14 Street"
"Queens","170 Street"
"Queens","Grand Central Pkwy"
"Queens","Crescent Street"
"Queens","163 Avenue"
"Queens","94 Avenue"
"Queens","78 Road"
"Queens","Corona Avenue"
"Queens","Queens Plaza South"
"Queens","40 Street"
"Queens","Nurge Avenue"
"Queens","Beach 9 Street"
"Queens","Manton Street"
"Queens","Review Avenue"
"Queens","63 Place"
"Queens","65 Drive"
"Queens","114 Street"
"Queens","90 Street"
"Queens","Remington Street"
"Queens","Barclay Avenue"
"Queens","46 Avenue"
"Queens","Peck Avenue"
"Queens","Norton Drive"
"Queens","65 Place"
"Queens","Plattwood Avenue"
"Queens","147 Street"
"Queens","Clearview Expressway"
"Queens","35 Ave"
"Queens","96 Street"
"Queens","213 Street"
"Queens","Glenmore Avenue"
"Queens","184 Place"
"Queens","Thomson Avenue"
"Queens","250 Street"
"Queens","Newtown Road"
"Queens","Bay 25 Street"
"Queens","21 Street"
"Queens","99 Street"
"Queens","Cornish Avenue"
"Queens","Cross Bay Parkway"
"Queens","Leavitt Street"
"Queens","248 Street"
"Queens","Desarc Road"
"Queens","Beach 47 Street"
"Queens","47 Road"
"Queens","74 Street"
"Queens","Brown Place"
"Queens","Weller Avenue"
"Queens","Waltham Street"
"Queens","50 Street"
"Queens","158 Street"
"Queens","145 Drive"
"Queens","Hollis Court Boulevard"
"Queens","91 Avenue"
"Queens","238 Street"
"Queens","Queens Midtown Expressway"
"Queens","Prince Street"
"Queens","Manse Street"
"Queens","Saultell Avenue"
"Queens","113 Street"
"Queens","219 Street"
"Queens","Linden Boulevard"
"Queens","Margaret Place"
"Queens","Foam Place"
"Queens","Nameoke Street"
"Queens","Sanford Avenue"
"Queens","Langdale Street"
"Queens","Juniper Boulevard North"
"Queens","Gates Avenue"
"Queens","Warren Street"
"Queens","64 Street"
"Queens","36 Road"
"Queens","Neilson Street"
"Queens","232 Street"
"Queens","Union Street"
"Queens","Willoughby Avenue"
"Queens","Garfield Avenue"
"Queens","Centreville Avenue"
"Queens","Benham Street"
"Queens","144 Place"
"Queens","171 Street"
"Queens","Nicolls Avenue"
"Queens","Plainview Avenue"
"Queens","94 Street"
"Queens","83 Street"
"Queens","58 Road"
"Queens","Beach 116 Street"
"Queens","Beach 51 Street"
"Queens","71 Road"
"Queens","68 Street"
"Queens","12 Avenue"
"Queens","Elder Avenue"
"Queens","220 Place"
"Queens","63Rd Street"
"Queens","25 Road"
"Queens","215 Street"
"Queens","196 Street"
"Queens","Beach 38 Street"
"Queens","Linden Street"
"Queens","77 Road"
"Queens","114 Place"
"Queens","265 Street"
"Queens","Penelope Avenue"
"Queens","40 Avenue"
"Queens","147 Road"
"Queens","Onderdonk Avenue"
"Queens","112 Street"
"Queens","140 Street"
"Queens","Vermont Place"
"Queens","221 Place"
"Queens","Long Street"
"Queens","Kennedy Street"
"Queens","Lie Outer Roadway (Cdr)"
"Queens","37 Street"
"Queens","Rocky Hill Road"
"Queens","146 Terrace"
"Queens","Belt Parkway"
"Queens","51 Street"
"Queens","Denman Street"
"Queens","Beach 11 Street"
"Queens","64 Lane"
"Queens","158 Avenue"
"Queens","Crest Road"
"Queens","Foch Boulevard"
"Queens","Midland Parkway"
"Queens","Bedell Street"
"Queens","120 Avenue"
"Queens","190 Street"
"Queens","Horace Harding Expy"
"Queens","Croydon Road"
"Queens","Roosevelt Ave"
"Queens","Shea Road"
"Queens","Hoyt Avenue South"
"Queens","156 Avenue"
"Queens","31 Avenue"
"Queens","75 Street"
"Queens","Deerfield Road"
"Queens","Irving Avenue"
"Queens","Worlds Fair Marina"
"Queens","Marsden Street"
"Queens","Alderton Street"
"Queens","199 Street"
"Queens","187 Street"
"Queens","46 Road"
"Queens","Brooklyn Queens Expressway"
"Queens","Vanhorn Street"
"Queens","Boardwalk"
"Queens","Hempstead Avenue"
"Queens","115 Street"
"Queens","Justice Avenue"
"Queens","224 Street"
"Queens","Beach 85 Street"
"Queens","109 Street"
"Queens","Gateway Boulevard"
"Queens","Lawrence Street"
"Queens","42 Avenue"
"Queens","35 Avenue"
"Queens","41 Road"
"Queens","76 Avenue"
"Queens","73 Avenue"
"Queens","143 Avenue"
"Queens","Fitchett Street"
"Queens","78 Street"
"Queens","Beach 30 Street"
"Queens","Mott Avenue"
"Queens","97 Street"
"Queens","Vandoren Street"
"Queens","Beach 45 Street"
"Queens","245 Street"
"Queens","Archer Avenue"
"Queens","Vanloon Street"
"Queens","112 Place"
"Queens","Skillman Avenue"
"Queens","Woodhull Avenue"
"Queens","Beach 69 Street"
"Queens","Chelsea Street"
"Queens","31 Drive"
"Queens","Fleet Street"
"Queens","112 Road"
"Queens","Tudor Road"
"Queens","Syringa Place"
"Queens","263 Street"
"Queens","205 Street"
"Queens","Central Avenue"
"Queens","185 Street"
"Queens","178 Street"
"Queens","44 Drive"
"Queens","Eggert Place"
"Queens","Surrey Place"
"Queens","Bardwell Avenue"
"Queens","Himrod Street"
"Queens","192 Street"
"Queens","114 Avenue"
"Queens","Smith Place"
"Queens","Lakewood Avenue"
"Queens","Cross Bay Boulevard"
"Queens","Elbertson Street"
"Queens","177 Street"
"Queens","Welling Court"
"Queens","Edgemere Avenue"
"Queens","95 Avenue"
"Queens","Hungry Harbor Road"
"Queens","Bates Road"
"Queens","153 Street"
"Queens","Grassmere Terrace"
"Queens","71 Street"
"Queens","Keeseville Avenue"
"Queens","184 Street"
"Queens","Prospect Avenue"
"Queens","Babbage Street"
"Queens","104 Street"
"Queens","241 Street"
"Queens","134 Street"
"Queens","Palmetto Street"
"Queens","135 Street"
"Queens","Huxley Street"
"Queens","67 Street"
"Queens","40 Road"
"Queens","139 Street"
"Queens","Delevan Street"
"Queens","Thompson Avenue"
"Queens","Battery Road"
"Queens","31 Place"
"Queens","Garrett Street"
"Queens","West 15 Road"
"Queens","Harman Street"
"Queens","121 Avenue"
"Queens","Hampton Street"
"Queens","93 Road"
"Queens","145 Street"
"Queens","80 Road"
"Queens","Horace Harding Expressway"
"Queens","63 Drive"
"Queens","Harding Expressway"
"Queens","Beach 105 Street"
"Queens","3 Street"
"Queens","Astoria Boulevard"
"Queens","Beach 26 Street"
"Queens","182 Street"
"Queens","College Point Boulevard"
"Queens","57 Road"
"Queens","18 Street"
"Queens","71 Place"
"Queens","Henley Road"
"Queens","83 Avenue"
"Queens","Queensboro Bridge Upper"
"Queens","Haight Street"
"Queens","Mcbride Street"
"Queens","Grayson Street"
"Queens","181 Street"
"Queens","251 Street"
"Queens","Maurice Ave"
"Queens","161 Avenue"
"Queens","Dickens Street"
"Queens","Crandall Avenue"
"Queens","Noel Road"
"Queens","Furmanville Avenue"
"Queens","Mayda Road"
"Queens","110 Road"
"Queens","84 Street"
"Queens","164 Avenue"
"Queens","159 Street"
"Queens","70 Avenue"
"Queens","262 Place"
"Queens","Beach 91 Street"
"Queens","West Drive"
"Queens","198 Street"
"Queens","11 Street"
"Queens","Mclaughlin Avenue"
"Queens","Oceania Street"
"Queens","Beach 41 Street"
"Queens","Dunton Street"
"Queens","85 Road"
"Queens","111 Avenue"
"Queens","Hobart Street"
"Queens","52 Avenue"
"Queens","125 Street"
"Queens","Sound Street"
"Queens","227 Street"
"Queens","Burns Street"
"Queens","Guy R Brewer Blvd"
"Queens","Whitestone Expressway"
"Queens","Carlton Street"
"Queens","Beach 147 Street"
"Queens","Pulaski Bridge"
"Queens","102 Avenue"
"Queens","87 Drive"
"Queens","Pople Avenue"
"Queens","Beach 114 Street"
"Queens","Court Square"
"Queens","Holland Avenue"
"Queens","128 Street"
"Queens","65 Street"
"Queens","200 Street"
"Queens","Hillmeyer Avenue"
"Queens","Caney Lane"
"Queens","77 Street"
"Queens","Main Avenue"
"Queens","230 Place"
"Queens","86 Road"
"Queens","Triborough Bridge"
"Queens","245 Place"
"Queens","New Haven Avenue"
"Queens","243 Street"
"Queens","Calloway Street"
"Queens","Harrow Street"
"Queens","220 Street"
"Queens","53 Place"
"Queens","73 Road"
"Queens","Troutman Street"
"Queens","Broadway"
"Queens","Dix Avenue"
"Queens","Porter Road"
"Queens","153 Lane"
"Queens","Laburnum Avenue"
"Queens","Caffrey Avenue"
"Queens","47 Street"
"Queens","39 Place"
"Queens","3 Avenue"
"Queens","Latham Lane"
"Queens","147 Avenue"
"Queens","Bell Boulevard"
"Queens","Bradley Avenue"
"Queens","De Kalb Avenue"
"Queens","Covert Street"
"Queens","Dalny Road"
"Queens","19 Street"
"Queens","Aubrey Avenue"
"Queens","Muhlebach Court"
"Queens","Beach 142 Street"
"Queens","235 Court"
"Queens","Curzon Road"
"Queens","33 Street"
"Queens","217 Lane"
"Queens","142 Street"
"Queens","114 Road"
"Queens","56 Avenue"
"Queens","38 Avenue"
"Queens","Beach 134 Street"
"Queens","230 Street"
"Queens","60 Avenue"
"Queens","Beach 31 Street"
"Queens","46 Street"
"Queens","Greene Avenue"
"Queens","Ascan Avenue"
"Queens","Astoria Blvd"
"Queens","Hazen Street"
"Queens","149 Avenue"
"Queens","Penelope Ave"
"Queens","26 Street"
"Queens","Hillside Avenue"
"Queens","268 Street"
"Queens","Highland Avenue"
"Queens","81 Avenue"
"Queens","226 Street"
"Queens","Putnam Avenue"
"Queens","23 Street"
"Queens","160 Street"
"Queens","76 Road"
"Queens","Rockaway Boulevard"
"Queens","18 Avenue"
"Queens","Union Turnpike"
"Queens","Pinson Street"
"Queens","61 Street"
"Queens","Guy R Brewer Boulevard"
"Queens","30 Ave"
"Queens","63 Street"
"Queens","252 Street"
"Queens","119 Street"
"Queens","Cranston Street"
"Queens","60 Road"
"Queens","14 Avenue"
"Queens","5 Street"
"Queens","Long Island Expressway (Cdr)"
"Queens","266 Street"
"Queens","45 Avenue"
"Queens","66 Drive"
"Queens","Vleigh Place"
"Queens","Saint James Avenue"
"Queens","Beach 13 Street"
"Queens","77 Avenue"
"Queens","Beach 35 Street"
"Queens","Barton Avenue"
"Queens","254 Street"
"Queens","56 Road"
"Queens","Caldwell Avenue"
"Queens","237 Street"
"Queens","56 Drive"
"Queens","82 Road"
"Queens","Northern Blvd"
"Queens","67 Ave"
"Queens","Cresskill Place"
"Queens","Onslow Place"
"Queens","90 Road"
"Queens","Alstyne Avenue"
"Queens","Cooper Avenue"
"Queens","113 Avenue"
"Queens","Kew Garden Road"
"Queens","136 Street"
"Queens","207 Street"
"Queens","32 Street"
"Queens","Seagirt Boulevard"
"Queens","Utopia Parkway"
"Queens","Perimeter Rd"
"Queens","189 Street"
"Queens","Northern Boulevard"
"Queens","Laurel Hill Boulevard"
"Queens","149 Street"
"Queens","Newport Avenue"
"Queens","Seagirt Blvd"
"Queens","Langston Avenue"
"Queens","Beach 149 Street"
"Queens","Newburg Street"
"Queens","Beach 79 Street"
"Queens","Beach 108 Street"
"Queens","259 Street"
"Queens","Ulmer Street"
"Queens","69 Place"
"Queens","138 Avenue"
"Queens","Beach 12 Street"
"Queens","54 Road"
"Queens","Mathias Avenue"
"Queens","Dinsmore Avenue"
"Queens","153 Avenue"
"Queens","97 Place"
"Queens","87 Road"
"Queens","Cypress Avenue"
"Queens","Vancleef Street"
"Queens","Nassau Expressway"
"Queens","Hook Creek Boulevard"
"Queens","62 Drive"
"Queens","Juniper Boulevard South"
"Queens","193 Street"
"Queens","Vernon Boulevard"
"Queens","Fuller Place"
"Queens","Beach 126 Street"
"Queens","119 Road"
"Queens","Fresh Meadow Lane"
"Queens","Junction Boulevard"
"Queens","Brookhaven Avenue"
"Queens","147 Drive"
"Queens","183 Street"
"Queens","260 Street"
"Queens","Southern Parkway"
"Queens","94 Road"
"Queens","122 Avenue"
"Queens","Eveleth Road"
"Queens","St Nicholas"
"Queens","62 Avenue"
"Queens","113 Drive"
"Queens","Lutheran Avenue"
"Queens","Seward Avenue"
"Queens","153 Place"
