"borough","nm_street","latitude","longitude"
"Bronx","Major Deegan Expressway","40888596","-7389068"
"Bronx","Arnow Avenue","4086766","-73854706"
"Bronx","East 156 Street","40817368","-7390259"
"Bronx","Valentine Avenue","40873753","-7388498"
"Bronx","White Plains Road","40860355","-7386716"
"Bronx","Webster Avenue","40832672","-7390939"
"Bronx","West 180 Street","4085573","-73910416"
"Bronx","Metcalf Avenue","40821228","-738707"
"Bronx","Grant Highway","4084104","-7392195"
"Bronx","Sound View Avenue","4082332","-7386816"
"Bronx","East 241 Street","40901775","-7384708"
"Bronx","Jarvis Avenue","4084299","-7382625"
"Bronx","Bruckner Expressway","40834995","-73825"
"Bronx","East 228 Street","4089024","-73860306"
"Bronx","Gleason Avenue","40829426","-7386969"
"Bronx","University Avenue","4084915","-73917336"
"Bronx","East 180 Street","40844124","-7388083"
"Bronx","Fenton Avenue","40878613","-73849464"
"Bronx","Townsend Avenue","40847317","-73911476"
"Bronx","Rosedale Avenue","40820877","-738667"
"Bronx","East Burnside Avenue","4085025","-739007"
"Bronx","3 Avenue","4080842","-73930756"
"Bronx","Intervale Avenue","4083015","-7389337"
"Bronx","Longwood Avenue","40818146","-7389929"
"Bronx","3 Avenue","40834255","-7390404"
"Bronx","Paul Avenue","40874477","-7389164"
"Bronx","Fenton Avenue","4087415","-7384693"
"Bronx","Burke Avenue","4087122","-7385558"
"Bronx","Baychester Avenue","40869003","-7383183"
"Bronx","East 169 Street","40831196","-7390026"
"Bronx","Barnes Avenue","4086964","-73863396"
"Bronx","Riverdale Avenue","4090983","-7390329"
"Bronx","Goulden Avenue","40882835","-73888016"
"Bronx","Beck Street","40815865","-73899216"
"Bronx","East 175 Street","40845238","-73900894"
"Bronx","Valentine Avenue","4087227","-7388562"
"Bronx","Broadway","40892952","-7389665"
"Bronx","East 236 Street","4089675","-7385988"
"Bronx","Boston Road","40881897","-7383713"
"Bronx","Major Deegan Expressway","4080944","-7392937"
"Bronx","Boston Road","40880924","-7383966"
"Bronx","Bronx River Avenue","40839245","-738701"
"Bronx","Southern Boulevard","40822468","-73891754"
"Bronx","East 233 Street","4088868","-73842606"
"Bronx","East Tremont Avenue","40847028","-738980624"
"Bronx","East 176 Street","40839275","-7388436"
"Bronx","Brush Avenue","4082876","-7384123"
"Bronx","East 222 Street","40879856","-73845"
"Bronx","East Tremont Avenue","40828224","-73823944"
"Bronx","White Plains Road","40855957","-7386768"
"Bronx","West 238 Street","40882595","-7389796"
"Bronx","Willis Avenue","40809105","-739229"
"Bronx","Willis Avenue","4081307","-7391998"
"Bronx","Bruckner Expressway","4081899","-7389185"
"Bronx","Arthur Avenue","40854153","-7388876"
"Bronx","East 180 Street","4085108","-738948"
"Bronx","East 149 Street","4081772","-7392403"
"Bronx","Clay Avenue","40834526","-7390939"
"Bronx","West 162 Street","40830994","-73928116"
"Bronx","Edenwald Avenue","40892708","-7384455"
"Bronx","East 176 Street","40847813","-7390754"
"Bronx","Exterior Street","4082557","-73931175"
"Bronx","East 135 Street","40809048","-7392856"
"Bronx","Baychester Avenue","40877872","-73836845"
"Bronx","Yates Avenue","408726","-7385455"
"Bronx","Hoe Avenue","40833736","-7388881"
"Bronx","East 189 Street","40860035","-7389117"
"Bronx","Lebanon Street","40841396","-7387651"
"Bronx","Bruckner Expressway","40829","-7383642"
"Bronx","Bronx River Parkway","4088485","-7386769"
"Bronx","Corlear Avenue","40880398","-73907646"
"Bronx","Lurting Avenue","4085308","-738569"
"Bronx","Boston Road","40866154","-7386155"
"Bronx","Bronx Park South","40845863","-7388001"
"Bronx","Richardson Avenue","4089596","-73857376"
"Bronx","West Kingsbridge Road","40868095","-7390027"
"Bronx","West 181 Street","40856403","-739073"
"Bronx","East Gun Hill Road","4086952","-7384443"
"Bronx","Bronx Boulevard","4090355","-73854836"
"Bronx","Obrien Avenue","40811413","-7385614"
"Bronx","Arnow Avenue","40867855","-7386533"
"Bronx","Orchard Beach Road","4086877","-7381025"
"Bronx","Bronx River Parkway","4086536","-7387043"
"Bronx","Paul Avenue","40877655","-738894"
"Bronx","Barnes Avenue","4088564","-7385831"
"Bronx","Givan Avenue","4087388","-738478"
"Bronx","Antin Place","4085071","-73865906"
"Bronx","East 182 Street","4085096","-7388772"
"Bronx","East 180 Street","40840866","-7387281"
"Bronx","White Plains Road","40827183","-7386011"
"Bronx","East 178 Street","40849407","-73900894"
"Bronx","Fox Street","408168","-7389705"
"Bronx","East 166 Street","40828224","-73908615"
"Bronx","Boynton Avenue","4082028","-73876274"
"Bronx","Bronx Park East","4085317","-7386898"
"Bronx","Brook Avenue","40813614","-73915726"
"Bronx","Webster Avenue","40878643","-73871605"
"Bronx","Bartow Avenue","40868465","-7382058"
"Bronx","Needham Avenue","40881046","-7384382"
"Bronx","Morris Park Avenue","4084835","-7385573"
"Bronx","Bruckner Boulevard","4082364","-7387994"
"Bronx","Bronx River Parkway","4087932","-73869804"
"Bronx","Rosewood Street","40873283","-73870384"
"Bronx","East 180 Street","40845818","-7388414"
"Bronx","Grand Concourse","4082609","-7392307"
"Bronx","White Plains Road","40863873","-738674"
"Bronx","Major Deegan Expressway","40891033","-7388585"
"Bronx","Morris Avenue","40817387","-7392277"
"Bronx","East 174 Street","40836475","-7388512"
"Bronx","Evelyn Place","4085934","-7390448"
"Bronx","Terrace View Avenue","4087644","-73912865"
"Bronx","Merriam Avenue","4084275","-73924774"
"Bronx","Jackson Avenue","40811775","-7390961"
"Bronx","Westchester Avenue","4082923","-7387551"
"Bronx","Morris Avenue","4086221","-7389965"
"Bronx","White Plains Road","4081777","-7385728"
"Bronx","East 214 Street","40876717","-73853775"
"Bronx","East Tremont Avenue","4084009","-7388036"
"Bronx","Bruckner Boulevard","40824924","-7386985"
"Bronx","Neill Avenue","40852352","-7385852"
"Bronx","East 228 Street","40886936","-738499"
"Bronx","Brady Avenue","4085241","-73867775"
"Bronx","Jerome Avenue","4086298","-73900894"
"Bronx","West Kingsbridge Road","40869453","-73903564"
"Bronx","Longwood Avenue","40818592","-7390003"
"Bronx","Grand Avenue","40848606","-7391397"
"Bronx","Cross Bronx Expy","408451","-7391878"
"Bronx","Westchester Avenue","40829754","-7387374"
"Bronx","East 138 Street","4080777","-73919754"
"Bronx","Eastchester Road","40861763","-7384331"
"Bronx","White Plains Road","40839207","-7386381"
"Bronx","Montgomery Avenue","40851315","-7391728"
"Bronx","Cannon Place","4088385","-7389438"
"Bronx","Boston Road","40885544","-7382896"
"Bronx","Longfellow Avenue","40838966","-7388229"
"Bronx","East 178 Street","4084361","-7388509"
"Bronx","Vannest Avenue","40847145","-73854454"
"Bronx","East Fordham Road","4085819","-7388435"
"Bronx","Courtlandt Avenue","408252","-7391476"
"Bronx","Sedgwick Avenue","40879807","-73896866"
"Bronx","University Avenue","4083828","-7392728"
"Bronx","East 165 Street","4083163","-7392252"
"Bronx","East 187 Street","40854496","-7388543"
"Bronx","Wilder Avenue","40897068","-73843376"
"Bronx","3 Avenue","40843124","-7389796"
"Bronx","Webster Avenue","4089551","-73863495"
"Bronx","Park Avenue","40847927","-7389941"
"Bronx","Stadium Avenue","4084492","-7382031"
"Bronx","Major Deegan Expressway","40866673","-7390896"
"Bronx","Southern Boulevard","40834316","-73889565"
"Bronx","Castle Hill Avenue","40814823","-7384706"
"Bronx","Laconia Avenue","40879463","-7385249"
"Bronx","Major Deegan Expressway","4086157","-73913185"
"Bronx","Boston Road","40865532","-7386238"
"Bronx","Hutchinson River Parkway","4086499","-73824715"
"Bronx","Gerard Avenue","40834167","-7392102"
"Bronx","East 233 Street","40889057","-73829346"
"Bronx","East Tremont Avenue","40842766","-7384594"
"Bronx","Laconia Avenue","408781","-7385339"
"Bronx","Barretto Street","40818798","-7389213"
"Bronx","Hoffman Street","40857536","-73887146"
"Bronx","Schurz Avenue","4081341","-7382239"
"Bronx","Morris Park Avenue","40845776","-73863464"
"Bronx","Lafayette Avenue","40830723","-7382322"
"Bronx","East 152 Street","40815853","-73907265"
"Bronx","Webster Avenue","40830738","-739105"
"Bronx","East 138 Street","4081211","-73928665"
"Bronx","East 229 Street","4089155","-7386179"
"Bronx","East Tremont Avenue","40840664","-7388152"
"Bronx","West Burnside Avenue","408544707","-739100739"
"Bronx","Stevenson Place","4088243","-73894455"
"Bronx","Southern Boulevard","4081228","-7390361"
"Bronx","Paulding Avenue","4084426","-7385222"
"Bronx","3 Avenue","408146387","-739203299"
"Bronx","East 163 Street","40824345","-7390954"
"Bronx","Muliner Avenue","40854393","-7386201"
"Bronx","Major Deegan Expressway","408553962","-739180955"
"Bronx","Watson Avenue","4082817","-7386265"
"Bronx","Grand Avenue","40855137","-7390836"
"Bronx","West 238 Street","40884758","-7389954"
"Bronx","Bassford Avenue","4085423","-7389315"
"Bronx","East 158 Street","40821484","-7391218"
"Bronx","East 132 Street","40803677","-7392209"
"Bronx","Einstein Loop","40865284","-7382252"
"Bronx","Croes Avenue","40834522","-7387183"
"Bronx","Major Deegan Expressway","40889137","-7388885"
"Bronx","East 180 Street","40842064","-7387609"
"Bronx","East 149 Street","408180125","-739251851"
"Bronx","Sedgwick Avenue","4086101","-73910355"
"Bronx","Fairmount Place","40841602","-73886795"
"Bronx","Oak Point Avenue","408091984","-738928932"
"Bronx","Morris Park Avenue","40840866","-7387281"
"Bronx","Bathgate Avenue","4084442","-738984"
"Bronx","Coster Street","40812775","-7388701"
"Bronx","Jerome Avenue","40853813","-7390734"
"Bronx","Sampson Avenue","40820156","-7381901"
"Bronx","East 206 Street","40874973","-7387946"
"Bronx","East 176 Street","40847324","-7390375"
"Bronx","Washington Avenue","40839497","-7390231"
"Bronx","Cross Bronx Expy","40828217","-738414"
"Bronx","East 175 Street","4084768","-7391237"
"Bronx","Washington Avenue","4084084","-73901566"
"Bronx","Buhre Avenue","40848293","-7382886"
"Bronx","Bronx River Parkway","40895267","-7386157"
"Bronx","Manida Street","40808437","-7388682"
"Bronx","Cross Bronx Expy","40828938","-7384559"
"Bronx","Westchester Avenue","4082874","-73877304"
"Bronx","East 233 Street","40895927","-7387392"
"Bronx","Mosholu Parkway","409002506","-738864647"
"Bronx","Bruckner Expressway","4085206","-7382664"
"Bronx","Roberts Avenue","40845306","-7383114"
"Bronx","Morris Park Avenue","4084854","-7385526"
"Bronx","East 166 Street","40831635","-7391894"
"Bronx","East 204 Street","408746866","-738864996"
"Bronx","Vannest Avenue","4084189","-73868996"
"Bronx","Mosholu Parkway","40872585","-7388128"
"Bronx","Nereid Avenue","40899246","-7384609"
"Bronx","White Plains Road","40831013","-7386186"
"Bronx","Anthony Avenue","40847908","-7390357"
"Bronx","East 229 Street","4088788","-7385028"
"Bronx","Bruckner Boulevard","4082261","-7388711"
"Bronx","East 233 Street","40889126","-73843994"
"Bronx","Marble Hill Avenue","40875378","-7391015"
"Bronx","Bruckner Expressway","4080929","-7390313"
"Bronx","Mosholu Parkway","40872494","-7388147"
"Bronx","West Burnside Avenue","4085458","-739162"
"Bronx","Jerome Avenue","40829945","-7393005"
"Bronx","Webster Avenue","40829456","-7391121"
"Bronx","Major Deegan Expressway","40816177","-7393091"
"Bronx","East Tremont Avenue","4083664","-7383382"
"Bronx","East 141 Street","40808006","-7391434"
"Bronx","East 233 Street","4089664","-7387049"
"Bronx","Oakley Street","40879055","-73851875"
"Bronx","Bailey Avenue","4087314","-7390572"
"Bronx","Schurz Avenue","40813866","-7382105"
"Bronx","East Tremont Avenue","40829685","-738253"
"Bronx","White Plains Road","40841087","-7386449"
"Bronx","Gerard Avenue","408181699","-739294262"
"Bronx","Cross Bronx Expy","40844982","-7392067"
"Bronx","Morris Avenue","40821877","-7392071"
"Bronx","Leggett Avenue","40813488","-7389935"
"Bronx","West 259 Street","4090661","-73899506"
"Bronx","East 149 Street","4081343","-7391003"
"Bronx","Hunts Point Avenue","4081536","-738867"
"Bronx","Sedgwick Avenue","4087221","-7390224"
"Bronx","Eastchester Road","40856045","-7384393"
"Bronx","Grand Concourse","40827682","-73922165"
"Bronx","Olmstead Avenue","4083008","-7385377"
"Bronx","Boston Road","40876072","-738493"
"Bronx","Jerome Avenue","40840225","-7391769"
"Bronx","East 229 Street","40891838","-7386275"
"Bronx","Grand Concourse","4084782","-7390756"
"Bronx","University Avenue","408479","-73919685"
"Bronx","Webster Avenue","40854904","-7389645"
"Bronx","East Tremont Avenue","40816082","-7381563"
"Bronx","East Kingsbridge Road","408666","-73895454"
"Bronx","Unionport Road","40835648","-73855545"
"Bronx","East Gun Hill Road","40878643","-73871605"
"Bronx","East 174 Street","40834007","-7387568"
"Bronx","Laconia Avenue","4087398","-73855774"
"Bronx","East 241 Street","40902157","-73847626"
"Bronx","Rosedale Avenue","40816803","-7386575"
"Bronx","East 156 Street","40819054","-7390994"
"Bronx","West Farms Road","4084008","-73880196"
"Bronx","Major Deegan Expressway","4086808","-7390858"
"Bronx","White Plains Road","40861343","-7386749"
"Bronx","Southern Boulevard","4083928","-73886604"
"Bronx","Bronx River Parkway","40892956","-7386382"
"Bronx","Willis Avenue","40814766","-73918755"
"Bronx","Zulette Avenue","40842037","-7383613"
"Bronx","East 179 Street","408514","-7390606"
"Bronx","Westchester Avenue","4083351","-7385809"
"Bronx","Jerome Avenue","408762718","-738880808"
"Bronx","East 149 Street","40814426","-7391341"
"Bronx","East 183 Street","40851997","-7388555"
"Bronx","Bruckner Boulevard","40824574","-7387255"
"Bronx","East Tremont Avenue","40834473","-738293"
"Bronx","Kingsbridge Avenue","4088285","-7390358"
"Bronx","Bruckner Expressway","40832367","-7382971"
"Bronx","East 187 Street","40853695","-73882935"
"Bronx","White Plains Road","40855736","-73867645"
"Bronx","White Plains Road","40832897","-73862274"
"Bronx","Jerome Avenue","4087627","-73888084"
"Bronx","Mosholu Parkway","4087637","-7388286"
"Bronx","Grant Highway","40838886","-73921646"
"Bronx","East 224 Street","40888016","-7386374"
"Bronx","East 169 Street","40832737","-7390504"
"Bronx","Dyre Avenue","40888153","-73831314"
"Bronx","Grand Concourse","40846874","-7390877"
"Bronx","Cambreleng Avenue","4085775","-7388267"
"Bronx","Westchester Avenue","40841064","-7384126"
"Bronx","Bruckner Expressway","4083934","-738257"
"Bronx","Westchester Avenue","40832897","-73862274"
"Bronx","West 236 Street","40885586","-7390589"
"Bronx","East 220 Street","4088337","-7385956"
"Bronx","Bailey Avenue","408678","-7390814"
"Bronx","East Fordham Road","40861107","-7389028"
"Bronx","East 214 Street","40876015","-7385151"
"Bronx","Bronx River Parkway","4083942","-73872925"
"Bronx","East 159 Street","40825638","-73921745"
"Bronx","Cross Bronx Expy","408451","-7390931"
"Bronx","Barnes Avenue","408445","-7386206"
"Bronx","Albany Crescent","40876583","-7390266"
"Bronx","Wheeler Avenue","40825905","-7387951"
"Bronx","Creston Avenue","4085038","-7390699"
"Bronx","Bronx River Parkway","4088759","-7386652"
"Bronx","East 182 Street","4084827","-7388312"
"Bronx","Bainbridge Avenue","40872585","-7388128"
"Bronx","Faile Street","4081471","-7388653"
"Bronx","Metropolitan Avenue","4083633","-73860985"
"Bronx","Gleason Avenue","4082918","-73871544"
"Bronx","Saint Pauls Place","40835926","-7390291"
"Bronx","Randall Avenue","408118","-7388865"
"Bronx","Reservoir Avenue","40874474","-7390031"
"Bronx","White Plains Road","40822773","-7385845"
"Bronx","West 230 Street","40876476","-73904495"
"Bronx","Seneca Avenue","40819267","-73884865"
"Bronx","White Plains Road","4085561","-73867676"
"Bronx","East 166 Street","40829697","-7391313"
"Bronx","Grand Concourse","40834507","-7391772"
"Bronx","Boston Road","40881416","-73838326"
"Bronx","Pelham Parkway South","40857014","-7384307"
"Bronx","Williamsbridge Road","4085839","-73856804"
"Bronx","Eastchester Road","4085993","-7384308"
"Bronx","East 181 Street","40854477","-7390125"
"Bronx","Sacket Avenue","4084599","-7384789"
"Bronx","East Tremont Avenue","40831123","-73826645"
"Bronx","East 145 Street","4081231","-7391648"
"Bronx","East 162 Street","40827682","-73922165"
"Bronx","Boone Avenue","40835064","-738839"
"Bronx","Bruckner Boulevard","40813175","-7389845"
"Bronx","Bartow Avenue","4086697","-73837326"
"Bronx","East 167 Street","40829823","-7390773"
"Bronx","East Tremont Avenue","40823242","-7381967"
"Bronx","East Tremont Avenue","4083078","-7382631"
"Bronx","Park Avenue","4084744","-7389968"
"Bronx","Grant Avenue","40833588","-7391498"
"Bronx","Mosholu Parkway","4089645","-7388445"
"Bronx","Cross Bronx Expy","408311573","-738538364"
